Study_ID,Study,DOI,Year,Dimensao,Dimensao_Label,Proxy,n_T,m_T,sd_T,n_C,m_C,sd_C,Tipo_Intervencao,Regiao,Tipo_Comunidade,NOS,Tier,lnRR,vi,sigma_conv
21,Tabe-Ojong M.P.,10.1002/ldr.4569,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
21,Tabe-Ojong M.P.,10.1002/ldr.4569,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
21,Tabe-Ojong M.P.,10.1002/ldr.4569,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
22,Aniah P.,10.1016/j.heliyon.2019.e01492,2019,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
22,Aniah P.,10.1016/j.heliyon.2019.e01492,2019,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
22,Aniah P.,10.1016/j.heliyon.2019.e01492,2019,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T2b,0.369843,0.039027,0.25
23,Møller V.,10.1007/s11205-023-03063-3,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
23,Møller V.,10.1007/s11205-023-03063-3,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
23,Møller V.,10.1007/s11205-023-03063-3,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
24,Whaley O.Q.,10.11646/phytotaxa.389.1.1,2019,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
24,Whaley O.Q.,10.11646/phytotaxa.389.1.1,2019,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
24,Whaley O.Q.,10.11646/phytotaxa.389.1.1,2019,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
25,Alemayehu A.,10.1016/j.envdev.2023.100908,2023,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
25,Alemayehu A.,10.1016/j.envdev.2023.100908,2023,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
25,Alemayehu A.,10.1016/j.envdev.2023.100908,2023,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,-0.223144,0.51348,0.5
26,Zeleke E.B.,10.1016/j.indic.2025.100927,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
26,Zeleke E.B.,10.1016/j.indic.2025.100927,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
26,Zeleke E.B.,10.1016/j.indic.2025.100927,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.182322,1.15533,0.5
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
27,La Rosa A.,10.1186/s13002-021-00470-z,2021,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
28,"Montoya-Greenheck, F",10.1007/978-3-319-99513-7_23,2018,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
28,"Montoya-Greenheck, F",10.1007/978-3-319-99513-7_23,2018,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
28,"Montoya-Greenheck, F",10.1007/978-3-319-99513-7_23,2018,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
29,"Fernández-Llamazares, A; Cabeza, M",10.1111/conl.12398,2018,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
30,"Gerner, IR; Zerbe, S; Säumel, I",10.1177/02780771251349282,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
31,"Frascaroli, F; Bhagwat, S; Guarino, R; Chiarucci,",10.1007/s13280-015-0738-5,2016,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
31,"Frascaroli, F; Bhagwat, S; Guarino, R; Chiarucci,",10.1007/s13280-015-0738-5,2016,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
31,"Frascaroli, F; Bhagwat, S; Guarino, R; Chiarucci,",10.1007/s13280-015-0738-5,2016,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
32,"Edo, K; Kidane, L; Beyene, T",10.4314/mejs.v16i1.6,2024,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
33,"Essien, EO; Lamichhane, S; Kalkat, A",10.54272/sach.2025.v39n1a6,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
33,"Essien, EO; Lamichhane, S; Kalkat, A",10.54272/sach.2025.v39n1a6,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
33,"Essien, EO; Lamichhane, S; Kalkat, A",10.54272/sach.2025.v39n1a6,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
34,"Haghverdi, NP; Davtalab, J; Ghasemi, M; Norouzi, M",10.22034/BAGH.2025.486616.5698,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
34,"Haghverdi, NP; Davtalab, J; Ghasemi, M; Norouzi, M",10.22034/BAGH.2025.486616.5698,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
34,"Haghverdi, NP; Davtalab, J; Ghasemi, M; Norouzi, M",10.22034/BAGH.2025.486616.5698,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
35,"Mondal, MSH",10.2298/IJGI240802003M,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T2a,-0.223144,0.298503,0.3
37,"Arce, A; de Haan, S; Burra, DD; Ccanto, R",10.3389/fsufs.2018.00043,2018,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
37,"Arce, A; de Haan, S; Burra, DD; Ccanto, R",10.3389/fsufs.2018.00043,2018,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
37,"Arce, A; de Haan, S; Burra, DD; Ccanto, R",10.3389/fsufs.2018.00043,2018,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
38,"García, RM; Parra-Quijano, M; Martínez-Fernández,",10.1002/csc2.20620,2021,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
38,"García, RM; Parra-Quijano, M; Martínez-Fernández,",10.1002/csc2.20620,2021,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
38,"García, RM; Parra-Quijano, M; Martínez-Fernández,",10.1002/csc2.20620,2021,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
39,"Loos, J; von Wehrden, H",10.3390/su10051395,2018,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
39,"Loos, J; von Wehrden, H",10.3390/su10051395,2018,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
39,"Loos, J; von Wehrden, H",10.3390/su10051395,2018,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
40,"Avila, JVD; Clement, CR; Junqueira, AB; Ticktin, T",10.2993/0278-0771-41.3.409,2021,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
40,"Avila, JVD; Clement, CR; Junqueira, AB; Ticktin, T",10.2993/0278-0771-41.3.409,2021,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
40,"Avila, JVD; Clement, CR; Junqueira, AB; Ticktin, T",10.2993/0278-0771-41.3.409,2021,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.182322,1.15533,0.5
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
41,"Mugi-Ngenga, EW; Mucheru-Muna, MW; Mugwe, JN; Nget",10.1016/j.jrurstud.2015.11.004,2016,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T2b,0.369843,0.039027,0.25
42,"Cantor, M; Santos-Silva, B; Daura-Jorge, FG; Macha",10.1002/pan3.10679,2025,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
42,"Cantor, M; Santos-Silva, B; Daura-Jorge, FG; Macha",10.1002/pan3.10679,2025,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
42,"Cantor, M; Santos-Silva, B; Daura-Jorge, FG; Macha",10.1002/pan3.10679,2025,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
43,"Aswani, S.; Ferse, S.C.A.; Stäbler, M.",10.1016/j.ecolind.2020.106865,2020,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
44,"Bussmann, R.W.; Paniagua-Zambrana, N.Y.",10.1007/s12231-018-9401-y,2018,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
45,"Ghanimi, R.; Ouhammou, A.; Babahmad, R.A.",10.4314/ejhs.v32i6.22,2022,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
46,"Malapane, O.L.; Chanza, N.; Musakwa, W.",10.1016/j.envsci.2024.103861,2024,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
47,"Rodríguez-Cruz, L.A.; Álvarez-Berríos, N.; Niles, M.T.",10.1088/1748-9326/ac6004,2022,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
47,"Rodríguez-Cruz, L.A.; Álvarez-Berríos, N.; Niles, M.T.",10.1088/1748-9326/ac6004,2022,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
47,"Rodríguez-Cruz, L.A.; Álvarez-Berríos, N.; Niles, M.T.",10.1088/1748-9326/ac6004,2022,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T2a,0.470004,1.194013,0.3
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V6,Vitalidade Linguística,Linguistic vitality / ethnolinguistic indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V7,Integração ao Mercado,Market integration / commercialization indicator,30,,,30,,,,,,,T3,0.182322,0.691658,0.35
48,"Rodríguez, J.P.; Ørting, B.; Andreasen, C.",10.1007/s10722-017-0544-y,2018,V8,Exposição Climática,Climate exposure / extreme events indicator,30,,,30,,,,,,,T4,0.0,6.168503,0.5
